"","catNum","type","vertebra","measure","value","logValue","sex","spp","logBMSS","fightStyle"
"1","117402","linear","C2","CH",12.39,1.09307130637606,"female","Pseudois nayaur",1.59659709562646,"ram"
"2","117402","linear","C3","CH",13.61,1.13385812520333,"female","Pseudois nayaur",1.59659709562646,"ram"
"3","117402","linear","C4","CH",13.73,1.13767053723676,"female","Pseudois nayaur",1.59659709562646,"ram"
"4","117402","linear","C5","CH",13.6,1.13353890837022,"female","Pseudois nayaur",1.59659709562646,"ram"
"5","117402","linear","C6","CH",12.72,1.1044871113124,"female","Pseudois nayaur",1.59659709562646,"ram"
"6","117402","linear","C7","CH",13.1,1.11727129565576,"female","Pseudois nayaur",1.59659709562646,"ram"
"7","117402","linear","T1","CH",13.18,1.11991541025799,"female","Pseudois nayaur",1.59659709562646,"ram"
"8","122606","linear","C2","CH",43.31,1.63658818372984,"female","Bison bison",2.65590641818022,"ram"
"9","122606","linear","C3","CH",44.12,1.64463550376815,"female","Bison bison",2.65590641818022,"ram"
"10","122606","linear","C4","CH",44.57,1.64904263408618,"female","Bison bison",2.65590641818022,"ram"
"11","122606","linear","C5","CH",44.18,1.64522571153542,"female","Bison bison",2.65590641818022,"ram"
"12","122606","linear","C6","CH",43.66,1.64008373137312,"female","Bison bison",2.65590641818022,"ram"
"13","122606","linear","C7","CH",43.2,1.63548374681491,"female","Bison bison",2.65590641818022,"ram"
"14","122606","linear","T1","CH",37.11,1.56949095434878,"female","Bison bison",2.65590641818022,"ram"
"15","123044","linear","C2","CH",27.64,1.44153803870216,"male","Ovis dalli",1.90525604874845,"ram"
"16","123044","linear","C3","CH",28.84,1.45999525604739,"male","Ovis dalli",1.90525604874845,"ram"
"17","123044","linear","C4","CH",30.21,1.48015072527328,"male","Ovis dalli",1.90525604874845,"ram"
"18","123044","linear","C5","CH",30.51,1.48444220764241,"male","Ovis dalli",1.90525604874845,"ram"
"19","123044","linear","C6","CH",28.98,1.46209838113516,"male","Ovis dalli",1.90525604874845,"ram"
"20","123044","linear","C7","CH",24.08,1.38165648258579,"male","Ovis dalli",1.90525604874845,"ram"
"21","123044","linear","T1","CH",22.43,1.35082927358297,"male","Ovis dalli",1.90525604874845,"ram"
"22","123092","linear","C2","CH",19.18,1.28284860283464,"female","Ovis dalli",1.72672720902657,"ram"
"23","123092","linear","C3","CH",20.15,1.30427505047713,"female","Ovis dalli",1.72672720902657,"ram"
"24","123092","linear","C4","CH",21.33,1.32899085544943,"female","Ovis dalli",1.72672720902657,"ram"
"25","123092","linear","C5","CH",22,1.34242268082221,"female","Ovis dalli",1.72672720902657,"ram"
"26","123092","linear","C6","CH",21.46,1.33162971762993,"female","Ovis dalli",1.72672720902657,"ram"
"27","123092","linear","C7","CH",19.81,1.29688447553855,"female","Ovis dalli",1.72672720902657,"ram"
"28","123092","linear","T1","CH",17.76,1.24944296144258,"female","Ovis dalli",1.72672720902657,"ram"
"29","127195","linear","C2","CH",29.72,1.47304880508854,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"30","127195","linear","C3","CH",32.39,1.51041094801018,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"31","127195","linear","C4","CH",34.47,1.53744128340795,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"32","127195","linear","C5","CH",33.46,1.52452593662638,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"33","127195","linear","C6","CH",30.15,1.47928731647617,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"34","127195","linear","C7","CH",29.55,1.47055748521727,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"35","127195","linear","T1","CH",25.49,1.40636983546927,"female","Damaliscus lunatus",2.07954300740291,"wrestle"
"36","127940","linear","C2","CH",39.91,1.60108172778402,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"37","127940","linear","C3","CH",41.24,1.61531865661148,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"38","127940","linear","C4","CH",41.41,1.61710523050238,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"39","127940","linear","C5","CH",41.45,1.61752453488629,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"40","127940","linear","C6","CH",41.13,1.61415870950918,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"41","127940","linear","C7","CH",36.9,1.56702636615906,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"42","127940","linear","T1","CH",30.25,1.48072537898849,"female","Hippotragus equinus",2.40891802084678,"wrestle"
"43","127954","linear","C2","CH",15.26,1.18355453361886,"female","Litocranius walleri",1.53529412004277,"wrestle"
"44","127954","linear","C3","CH",16.51,1.21774707326279,"female","Litocranius walleri",1.53529412004277,"wrestle"
"45","127954","linear","C4","CH",18.5,1.26717172840301,"female","Litocranius walleri",1.53529412004277,"wrestle"
"46","127954","linear","C5","CH",18.78,1.27369558793009,"female","Litocranius walleri",1.53529412004277,"wrestle"
"47","127954","linear","C6","CH",15.05,1.17753649992986,"female","Litocranius walleri",1.53529412004277,"wrestle"
"48","127954","linear","C7","CH",13.37,1.12613140726198,"female","Litocranius walleri",1.53529412004277,"wrestle"
"49","127954","linear","T1","CH",12.23,1.08742645703629,"female","Litocranius walleri",1.53529412004277,"wrestle"
"50","127980","linear","C2","CH",19.32,1.28600712207947,"female","Redunca redunca",1.60530504614111,"wrestle"
"51","127980","linear","C3","CH",21.66,1.3356584522893,"female","Redunca redunca",1.60530504614111,"wrestle"
"52","127980","linear","C4","CH",20.45,1.31069331234336,"female","Redunca redunca",1.60530504614111,"wrestle"
"53","127980","linear","C5","CH",20.16,1.30449052777349,"female","Redunca redunca",1.60530504614111,"wrestle"
"54","127980","linear","C6","CH",17.82,1.25090769970086,"female","Redunca redunca",1.60530504614111,"wrestle"
"55","127980","linear","C7","CH",16.45,1.21616590228599,"female","Redunca redunca",1.60530504614111,"wrestle"
"56","127980","linear","T1","CH",13.58,1.13289976994448,"female","Redunca redunca",1.60530504614111,"wrestle"
"57","128002","linear","C2","CH",46.05,1.66322963453287,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"58","128002","linear","C3","CH",50.91,1.70680309703734,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"59","128002","linear","C4","CH",51.83,1.71458120883953,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"60","128002","linear","C5","CH",48.28,1.68376726142531,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"61","128002","linear","C6","CH",48.3,1.68394713075151,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"62","128002","linear","C7","CH",43.13,1.63477945814595,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"63","128002","linear","T1","CH",37.02,1.56843641441689,"female","Tragelaphus oryx",2.61888448499545,"wrestle"
"64","13069","linear","C2","CH",27.08,1.43264866001311,"male","Ammotragus lervia",2.0484418035504,"ram"
"65","13069","linear","C3","CH",30.7,1.48713837547719,"male","Ammotragus lervia",2.0484418035504,"ram"
"66","13069","linear","C4","CH",32.23,1.50826030551233,"male","Ammotragus lervia",2.0484418035504,"ram"
"67","13069","linear","C5","CH",31.22,1.4944328987264,"male","Ammotragus lervia",2.0484418035504,"ram"
"68","13069","linear","C6","CH",28.03,1.44762309776029,"male","Ammotragus lervia",2.0484418035504,"ram"
"69","13069","linear","C7","CH",24.81,1.39462676427221,"male","Ammotragus lervia",2.0484418035504,"ram"
"70","13069","linear","T1","CH",23.73,1.37529773821734,"male","Ammotragus lervia",2.0484418035504,"ram"
"71","13231","linear","C2","CH",21.82,1.33885474625232,"male","Litocranius walleri",1.54406804435028,"wrestle"
"72","13231","linear","C3","CH",24.29,1.38542751480513,"male","Litocranius walleri",1.54406804435028,"wrestle"
"73","13231","linear","C4","CH",24.75,1.39357520326959,"male","Litocranius walleri",1.54406804435028,"wrestle"
"74","13231","linear","C5","CH",24.36,1.38667728396084,"male","Litocranius walleri",1.54406804435028,"wrestle"
"75","13231","linear","C6","CH",21.02,1.32263271169222,"male","Litocranius walleri",1.54406804435028,"wrestle"
"76","13231","linear","C7","CH",18.51,1.2674064187529,"male","Litocranius walleri",1.54406804435028,"wrestle"
"77","13231","linear","T1","CH",16.29,1.21192108430851,"male","Litocranius walleri",1.54406804435028,"wrestle"
"78","13243","linear","C2","CH",24.98,1.39759243403812,"female","Nanger granti",1.66275783168157,"wrestle"
"79","13243","linear","C3","CH",27.41,1.4379090355395,"female","Nanger granti",1.66275783168157,"wrestle"
"80","13243","linear","C4","CH",28.28,1.45147940512486,"female","Nanger granti",1.66275783168157,"wrestle"
"81","13243","linear","C5","CH",24.54,1.38987455839099,"female","Nanger granti",1.66275783168157,"wrestle"
"82","13243","linear","C6","CH",21.88,1.34004731766139,"female","Nanger granti",1.66275783168157,"wrestle"
"83","13243","linear","C7","CH",19.37,1.28712962071911,"female","Nanger granti",1.66275783168157,"wrestle"
"84","13243","linear","T1","CH",16.1,1.20682587603185,"female","Nanger granti",1.66275783168157,"wrestle"
"85","134489","linear","C2","CH",23.84,1.3773062510682,"male","Dama dama",1.83250891270624,"wrestle"
"86","134489","linear","C3","CH",28.59,1.45621415535799,"male","Dama dama",1.83250891270624,"wrestle"
"87","134489","linear","C4","CH",29.13,1.46434048462767,"male","Dama dama",1.83250891270624,"wrestle"
"88","134489","linear","C5","CH",31,1.49136169383427,"male","Dama dama",1.83250891270624,"wrestle"
"89","134489","linear","C6","CH",24.63,1.3914644118391,"male","Dama dama",1.83250891270624,"wrestle"
"90","134489","linear","C7","CH",21.37,1.32980452216407,"male","Dama dama",1.83250891270624,"wrestle"
"91","134489","linear","T1","CH",18.8,1.27415784926368,"male","Dama dama",1.83250891270624,"wrestle"
"92","134539","linear","C2","CH",31.53,1.4987239707479,"female","Bos grunniens",2.48572142648158,"wrestle"
"93","134539","linear","C3","CH",36.92,1.56726169235387,"female","Bos grunniens",2.48572142648158,"wrestle"
"94","134539","linear","C4","CH",37.63,1.57553421831986,"female","Bos grunniens",2.48572142648158,"wrestle"
"95","134539","linear","C5","CH",36.19,1.5585885831082,"female","Bos grunniens",2.48572142648158,"wrestle"
"96","134539","linear","C6","CH",34.74,1.54082981411108,"female","Bos grunniens",2.48572142648158,"wrestle"
"97","134539","linear","C7","CH",34.44,1.53706314278162,"female","Bos grunniens",2.48572142648158,"wrestle"
"98","134539","linear","T1","CH",32.42,1.5108130105125,"female","Bos grunniens",2.48572142648158,"wrestle"
"99","137417","linear","C2","CH",27.97,1.44669246637153,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"100","137417","linear","C3","CH",28.74,1.45848676379821,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"101","137417","linear","C4","CH",29,1.46239799789896,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"102","137417","linear","C5","CH",30.84,1.48911436937892,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"103","137417","linear","C6","CH",29.26,1.46627432178929,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"104","137417","linear","C7","CH",26.78,1.42781057267599,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"105","137417","linear","T1","CH",23.95,1.37930551775058,"female","Addax nasomaculatus",1.92788341033071,"wrestle"
"106","139949","linear","C2","CH",29.52,1.470116353151,"male","Ovis canadensis",1.92116605063774,"ram"
"107","139949","linear","C3","CH",31.13,1.49317912068252,"male","Ovis canadensis",1.92116605063774,"ram"
"108","139949","linear","C4","CH",32.48,1.51161602056914,"male","Ovis canadensis",1.92116605063774,"ram"
"109","139949","linear","C5","CH",30.52,1.48458452928284,"male","Ovis canadensis",1.92116605063774,"ram"
"110","139949","linear","C6","CH",30.93,1.49037992000318,"male","Ovis canadensis",1.92116605063774,"ram"
"111","139949","linear","C7","CH",27.58,1.44059426183983,"male","Ovis canadensis",1.92116605063774,"ram"
"112","139949","linear","T1","CH",23.98,1.37984917876283,"male","Ovis canadensis",1.92116605063774,"ram"
"113","14221","linear","C2","CH",27.31,1.43632170013973,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"114","14221","linear","C3","CH",29.47,1.46938013584993,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"115","14221","linear","C4","CH",28.26,1.45117215751254,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"116","14221","linear","C5","CH",26.56,1.42422807069598,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"117","14221","linear","C6","CH",21.75,1.33745926129066,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"118","14221","linear","C7","CH",18.35,1.26363606858811,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"119","14221","linear","T1","CH",17.57,1.24477176149529,"male","Aepyceros melampus",1.75511226639507,"wrestle"
"120","14222","linear","C2","CH",19.43,1.28847280059978,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"121","14222","linear","C3","CH",21.5,1.33243845991561,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"122","14222","linear","C4","CH",21.93,1.34103863167752,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"123","14222","linear","C5","CH",21.96,1.34163233577805,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"124","14222","linear","C6","CH",18.09,1.25743856685981,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"125","14222","linear","C7","CH",15.28,1.18412335423967,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"126","14222","linear","T1","CH",12.75,1.10551018476997,"female","Tragelaphus scriptus",1.49276038902684,"wrestle"
"127","14223","linear","C2","CH",25.26,1.40243334621931,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"128","14223","linear","C3","CH",28.16,1.44963265047007,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"129","14223","linear","C4","CH",29.02,1.46269740810172,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"130","14223","linear","C5","CH",28.86,1.46029632675748,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"131","14223","linear","C6","CH",24.81,1.39462676427221,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"132","14223","linear","C7","CH",21.47,1.33183204443625,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"133","14223","linear","T1","CH",19.17,1.28262211287806,"female","Aepyceros melampus",1.6414741105041,"wrestle"
"134","14956","linear","C2","CH",24.66,1.39199307225971,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"135","14956","linear","C3","CH",26.81,1.42829681398288,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"136","14956","linear","C4","CH",26.32,1.42028588494192,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"137","14956","linear","C5","CH",27.59,1.44075170047919,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"138","14956","linear","C6","CH",25.25,1.40226138245468,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"139","14956","linear","C7","CH",24.49,1.38898878512471,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"140","14956","linear","T1","CH",21.79,1.33825723024626,"female","Damaliscus pygargus",1.79588001734408,"wrestle"
"141","14997","linear","C2","CH",32.49,1.51174971134498,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"142","14997","linear","C3","CH",33.58,1.52608069180203,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"143","14997","linear","C4","CH",35.69,1.55254654795566,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"144","14997","linear","C5","CH",35.48,1.54998361115969,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"145","14997","linear","C6","CH",32.98,1.5182506513085,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"146","14997","linear","C7","CH",30.04,1.47769992833213,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"147","14997","linear","T1","CH",26.05,1.41580772763554,"male","Kobus ellipsiprymnus",2.37438169805088,"wrestle"
"148","152159","linear","C2","CH",50.255,1.70117927732403,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"149","152159","linear","C3","CH",58.785,1.76926652253378,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"150","152159","linear","C4","CH",58.32,1.76581751530992,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"151","152159","linear","C5","CH",57.29,1.75807882224961,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"152","152159","linear","C6","CH",57.52,1.75981887737483,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"153","152159","linear","C7","CH",53.51,1.72843495097425,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"154","152159","linear","T1","CH",48.39,1.68475562210862,"male","Bubalus bubalis",3.07918124604762,"wrestle"
"155","15322","linear","C2","CH",17.45,1.2417954312952,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"156","15322","linear","C3","CH",19.41,1.28802553538836,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"157","15322","linear","C4","CH",20.75,1.31701810104811,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"158","15322","linear","C5","CH",21.14,1.32510498297141,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"159","15322","linear","C6","CH",17.51,1.24328614608345,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"160","15322","linear","C7","CH",16.18,1.20897851727625,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"161","15322","linear","T1","CH",14.28,1.15472820744016,"male","Tragelaphus scriptus",1.69635638873333,"wrestle"
"162","154182","linear","C2","CH",8.23,0.91539983521227,"female","Philantomba monticola",0.707570176097936,"ram"
"163","154182","linear","C3","CH",9.87,0.994317152669637,"female","Philantomba monticola",0.707570176097936,"ram"
"164","154182","linear","C4","CH",9.97,0.998695158311656,"female","Philantomba monticola",0.707570176097936,"ram"
"165","154182","linear","C5","CH",9.31,0.968949680981343,"female","Philantomba monticola",0.707570176097936,"ram"
"166","154182","linear","C6","CH",8.56,0.932473764677153,"female","Philantomba monticola",0.707570176097936,"ram"
"167","154182","linear","C7","CH",6.97,0.843232778098009,"female","Philantomba monticola",0.707570176097936,"ram"
"168","154182","linear","T1","CH",6.78,0.831229693867063,"female","Philantomba monticola",0.707570176097936,"ram"
"169","16048","linear","C2","CH",25.88,1.41296427199666,"male","Ammotragus lervia",2.0484418035504,"ram"
"170","16048","linear","C3","CH",27.73,1.44294986957786,"male","Ammotragus lervia",2.0484418035504,"ram"
"171","16048","linear","C4","CH",29.01,1.46254772880266,"male","Ammotragus lervia",2.0484418035504,"ram"
"172","16048","linear","C5","CH",30.41,1.48301642014413,"male","Ammotragus lervia",2.0484418035504,"ram"
"173","16048","linear","C6","CH",27.65,1.44169513564072,"male","Ammotragus lervia",2.0484418035504,"ram"
"174","16048","linear","C7","CH",23.9,1.37839790094814,"male","Ammotragus lervia",2.0484418035504,"ram"
"175","16048","linear","T1","CH",20.47,1.31111784266251,"male","Ammotragus lervia",2.0484418035504,"ram"
"176","162985","linear","C2","CH",55.61,1.7451528950769,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"177","162985","linear","C3","CH",66.1,1.82020145948564,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"178","162985","linear","C4","CH",71.07,1.85168631544243,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"179","162985","linear","C5","CH",66.04,1.81980706459076,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"180","162985","linear","C6","CH",59.62,1.77539197169661,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"181","162985","linear","C7","CH",57.34,1.75845768861047,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"182","162985","linear","T1","CH",49.32,1.69302306792369,"male","Tragelaphus oryx",2.81110560701793,"wrestle"
"183","162994","linear","C2","CH",35.4,1.54900326202579,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"184","162994","linear","C3","CH",36.32,1.56014583984905,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"185","162994","linear","C4","CH",37.78,1.57726195358581,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"186","162994","linear","C5","CH",35.37,1.54863505981475,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"187","162994","linear","C6","CH",35.08,1.545059584694,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"188","162994","linear","C7","CH",32.99,1.51838231554534,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"189","162994","linear","T1","CH",31.38,1.49665293925092,"male","Alcelaphus buselaphus",2.182129214053,"wrestle"
"190","162997","linear","C2","CH",33.61,1.52646851246948,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"191","162997","linear","C3","CH",33.8,1.52891670027765,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"192","162997","linear","C4","CH",34.74,1.54082981411108,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"193","162997","linear","C5","CH",32.9,1.51719589794997,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"194","162997","linear","C6","CH",32.88,1.51693180886801,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"195","162997","linear","C7","CH",28.67,1.45742769294648,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"196","162997","linear","T1","CH",25.57,1.40773072802634,"female","Alcelaphus buselaphus",2.16016829295851,"wrestle"
"197","163008","linear","C2","CH",32.95,1.51785541893003,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"198","163008","linear","C3","CH",35.18,1.54629583512144,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"199","163008","linear","C4","CH",35.88,1.55485243437205,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"200","163008","linear","C5","CH",35.7,1.55266821611219,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"201","163008","linear","C6","CH",34.68,1.54007908880417,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"202","163008","linear","C7","CH",30.97,1.49094120535679,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"203","163008","linear","T1","CH",26.41,1.42176840120692,"male","Damaliscus lunatus",2.13672056715641,"wrestle"
"204","163019","linear","C2","CH",39.49,1.59648713373654,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"205","163019","linear","C3","CH",44.38,1.64718729789599,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"206","163019","linear","C4","CH",44.5,1.64836001098093,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"207","163019","linear","C5","CH",44.13,1.64473392744719,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"208","163019","linear","C6","CH",43.12,1.63467875217868,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"209","163019","linear","C7","CH",36.44,1.56157836830096,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"210","163019","linear","T1","CH",34.53,1.53819657834945,"male","Connochaetes taurinus",2.37162192717602,"wrestle"
"211","163829","linear","C2","CH",29.19,1.46523409498801,"male","Ovis canadensis",1.92116605063774,"ram"
"212","163829","linear","C3","CH",30.12,1.47885496752866,"male","Ovis canadensis",1.92116605063774,"ram"
"213","163829","linear","C4","CH",31.69,1.5009222391903,"male","Ovis canadensis",1.92116605063774,"ram"
"214","163829","linear","C5","CH",31.72,1.50133317864557,"male","Ovis canadensis",1.92116605063774,"ram"
"215","163829","linear","C6","CH",30.42,1.48315920971698,"male","Ovis canadensis",1.92116605063774,"ram"
"216","163829","linear","C7","CH",27.28,1.43584436598444,"male","Ovis canadensis",1.92116605063774,"ram"
"217","163829","linear","T1","CH",24,1.38021124171161,"male","Ovis canadensis",1.92116605063774,"ram"
"218","1736","linear","C2","CH",47.41,1.67586995531896,"female","Alces alces",2.55485243437205,"wrestle"
"219","1736","linear","C3","CH",51.93,1.71541832259506,"female","Alces alces",2.55485243437205,"wrestle"
"220","1736","linear","C4","CH",50.84,1.70620554188197,"female","Alces alces",2.55485243437205,"wrestle"
"221","1736","linear","C5","CH",49.91,1.69818756986612,"female","Alces alces",2.55485243437205,"wrestle"
"222","1736","linear","C6","CH",53.03,1.72452162711856,"female","Alces alces",2.55485243437205,"wrestle"
"223","1736","linear","C7","CH",49.15,1.69152352216815,"female","Alces alces",2.55485243437205,"wrestle"
"224","1736","linear","T1","CH",47.14,1.67338957818831,"female","Alces alces",2.55485243437205,"wrestle"
"225","173877","linear","C2","CH",33.85,1.52955867302116,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"226","173877","linear","C3","CH",33.69,1.52750101098112,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"227","173877","linear","C4","CH",35.28,1.54752857645978,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"228","173877","linear","C5","CH",35.97,1.55594043781851,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"229","173877","linear","C6","CH",30.95,1.49066065335614,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"230","173877","linear","C7","CH",26.82,1.42845877351558,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"231","173877","linear","T1","CH",25.05,1.39880773020326,"female","Kobus ellipsiprymnus",2.27253777737524,"wrestle"
"232","174734","linear","C2","CH",51.41,1.71104760386703,"male","Bos grunniens",2.77121990194953,"wrestle"
"233","174734","linear","C3","CH",57.88,1.762528522447,"male","Bos grunniens",2.77121990194953,"wrestle"
"234","174734","linear","C4","CH",59.21,1.772395061082,"male","Bos grunniens",2.77121990194953,"wrestle"
"235","174734","linear","C5","CH",55.98,1.74803289413014,"male","Bos grunniens",2.77121990194953,"wrestle"
"236","174734","linear","C6","CH",53.33,1.72697158368288,"male","Bos grunniens",2.77121990194953,"wrestle"
"237","174734","linear","C7","CH",49.55,1.69504365882129,"male","Bos grunniens",2.77121990194953,"wrestle"
"238","174734","linear","T1","CH",44.9,1.65224634100332,"male","Bos grunniens",2.77121990194953,"wrestle"
"239","1770","linear","C2","CH",53.6,1.72916478969277,"male","Bison bison",2.90053098245276,"ram"
"240","1770","linear","C3","CH",53.44,1.72786644946749,"male","Bison bison",2.90053098245276,"ram"
"241","1770","linear","C4","CH",51.87,1.71491624799358,"male","Bison bison",2.90053098245276,"ram"
"242","1770","linear","C5","CH",52.37,1.71908257390149,"male","Bison bison",2.90053098245276,"ram"
"243","1770","linear","C6","CH",53.77,1.73054003647712,"male","Bison bison",2.90053098245276,"ram"
"244","1770","linear","C7","CH",49.41,1.69381485388942,"male","Bison bison",2.90053098245276,"ram"
"245","1770","linear","T1","CH",44.81,1.65137494391304,"male","Bison bison",2.90053098245276,"ram"
"246","177241","linear","C2","CH",9.76,0.989449817666692,"male","Philantomba monticola",0.643452676486187,"ram"
"247","177241","linear","C3","CH",10.3,1.01283722470517,"male","Philantomba monticola",0.643452676486187,"ram"
"248","177241","linear","C4","CH",10.71,1.02978947083186,"male","Philantomba monticola",0.643452676486187,"ram"
"249","177241","linear","C5","CH",10.11,1.004751155591,"male","Philantomba monticola",0.643452676486187,"ram"
"250","177241","linear","C6","CH",9.36,0.971275848738105,"male","Philantomba monticola",0.643452676486187,"ram"
"251","177241","linear","C7","CH",8.09,0.907948521612272,"male","Philantomba monticola",0.643452676486187,"ram"
"252","177241","linear","T1","CH",7.17,0.8555191556678,"male","Philantomba monticola",0.643452676486187,"ram"
"253","18849","linear","C2","CH",59.11,1.77166095934889,"male","Bison bison",2.90053098245276,"ram"
"254","18849","linear","C3","CH",58.43,1.76663588631027,"male","Bison bison",2.90053098245276,"ram"
"255","18849","linear","C4","CH",58.11,1.76425087543877,"male","Bison bison",2.90053098245276,"ram"
"256","18849","linear","C5","CH",58.59,1.76782349800752,"male","Bison bison",2.90053098245276,"ram"
"257","18849","linear","C6","CH",57.29,1.75807882224961,"male","Bison bison",2.90053098245276,"ram"
"258","18849","linear","C7","CH",57.18,1.75724415102197,"male","Bison bison",2.90053098245276,"ram"
"259","18849","linear","T1","CH",50.82,1.70603466071435,"male","Bison bison",2.90053098245276,"ram"
